keys,values
城关贾建华中医按摩所,1
城关孟庆,1
城关贾俊,1
袁伟东,1
王灿章中医诊所,1
王曙光,1
柳锡英妇科诊所,1
城关李英妇科诊所,1
城关李琦中西医结合诊所,1
城关何琳妇科诊所,1
镇程若龙,1
朱寨村卫生室,1
乡侯庄村委卫生室,1
城关李刚诊所,1
水口镇枣林村卫生室,1
来安县三,1
刘逊梅妇科诊所,1
杞梓里镇竹溪村卫生室,1
外磻村卫生室,1
居委颐,1
杏园,1
城关尹若芝中医诊所,1
寿县隐贤镇姚集,1
李颖中医诊所,1
李继如中医诊所,1
孙秉法,1
智西医内科诊所,1
李志坚中医针灸推拿科诊所,1
李应书,1
国中医门诊,1
李增,1
原乡苏,1
利侠中医诊所,1
李週璋口腔门诊部,1
李良峰中西医结合诊所,1
城关李文忠诊所,1
县杨庙乡杨庙居委会卫生室,1
朱素华,1
杨秉喜中医诊所,1
孙培芝便民诊所,1
朱拥护,1
小寒内科诊所,1
来安县梅家,1
吉动物蛋白,1
枞阳县横埠,1
有限公司企业,1
蒲洲社区卫生服务站,1
方凯,1
山镇白荡湖,1
无为县严桥镇衖口,1
杨立亚,1
枞阳县周,1
枞阳县博爱医院,1
枞阳县人民医院驻枞阳县看守所,1
枞阳县人民医院驻,1
枞阳县人民医院第一分院,1
孙权中西医结合诊所,1
蜀马村卫生室,1
板桥头乡,1
松原张岩,1
杨锐西医内科诊所,1
山镇大港,1
时兴文,1
孙士俊,1
山镇万,1
朱效忠中医诊所,1
望湖街道朱岗社区皖东,1
时广涛中医诊所,1
姜氏中医骨伤诊所,1
军肛肠专科,1
杨俊森皮肤病专科门诊部,1
丰收全科诊所,1
福智诊所,1
朱启,1
街道银鹭社区卫生服务站,1
张秀英中医诊所,1
杨翠萍中医诊所,1
社区卫生服务中心巢无,1
辉勇行政村卫生室,1
无为县严桥镇走马,1
无为土桥,1
无为县高,1
蜀山镇,1
无为县皮肤病防治,1
无为县牛埠镇,1
泉塘社区卫生室,1
无为县妇幼保健计划生育服务中心,1
中医院驻无为县看守所,1
岭肛肠专科诊所,1
无为县严桥镇牌楼行政村卫生室,1
沈斌行政村卫生室,1
小华山街道,1
望江县鸦滩镇,1
无为县严桥镇古楼行政村卫生室,1
无为县严桥镇俞琳行政村卫生室,1
旌旌阳,1
庙首,1
旌德县孙,1
旌德县妇幼保健院,1
施佳维,1
博爱泌尿专科门诊部,1
兴蜂疗,1
明光市广智诊所,1
尚礼,1
家缘中医坐堂医诊所,1
望江县,1
岗街道社区卫生服务中心,1
望峰,1
胜肛肠专科诊所,1
曾祥,1
曾凡龙口腔诊所,1
曹集,1
集镇荷花园社区卫生服务站,1
曹立勇中医诊所,1
杨氏中西医结合门诊部,1
曹庄镇曹庄村卫生室,1
朱楼镇,1
春华中医门诊部,1
许庄村卫生室,1
南郢联合,1
五队联合,1
明光市石坝镇,1
明光市皖江,1
马岗社区卫生服务站,1
明西街道,1
明西街道办事处,1
曹庄镇回民,1
曹先,1
枞阳县横埠镇黄彩焕,1
何跃进,1
无为县严桥镇响,1
贵池区涓桥镇桂畈村,1
程习,1
贵池区涓桥镇三友,1
村王正才,1
吴先胜,1
刘鹏飞全科,1
余国,1
黄彩焕中医,1
唐传旺,1
曹祖庆,1
卢风,1
宁阳县磁窑镇臧家庄村卫生计生服务室,1
杨庄村卫生计生服务室,1
段志军内科诊所,1
王介文,1
镇高坦社,1
珍溪村邹,1
庄村陈,1
乌沙镇联,1
池州市第二人民医院驻池州市看守所,1
池州市人民医院,1
石油勘探局,1
淮汽车集团,1
桐城市血防医院,1
沈进,1
镇周寨村卫生服务站,1
梅里社,1
血吸虫病专科,1
枞阳县汤沟镇,1
居委会许文,1
泌阳县赊湾镇杨岗村委卫生室,1
泌阳县羊册镇古城,1
玉纯中医诊所,1
集乡徐庄村卫生室,1
河沥溪街道蔬菜,1
民康口腔专科门诊部,1
章增贵中西医结合门诊部,1
李凡中西医结合诊所,1
周村卫生服务站,1
何正,1
河镇青岗村卫生室,1
池沪东方医院,1
汪薇内科诊所,1
汪永红,1
汪松林,1
汪俊,1
汤池镇石桥村卫生室,1
生态农,1
汤池,1
汤恩,1
办事处枣园社区卫生服务站,1
池州百信,1
梁圣良,1
桑涧,1
池州悦美医疗美容门诊部,1
德兆,1
贵池区马衙街道碧山,1
镇冯随,1
发展综合实验区人民医院,1
湖臧巷,1
毛集实验区,1
梁庄乡朱楼村卫生室,1
汲桥,1
岗镇联合,1
毛集实验区夏集,1
南城镇徐,1
歙县老年公寓医务室,1
名苑,1
吴振岳,1
桂林镇石河村卫生室,1
二七一职工医院,1
柳坪乡,1
蒲岗村卫生室,1
柯坦镇,1
查从新,1
陈瑶湖镇高桥村卫生室,1
陈瑶湖镇青山村卫生室,1
枞阳县长沙,1
枞阳县钱铺乡黄岗村卫生室,1
枞阳县钱铺乡黄冲村卫生室,1
枞阳县钱铺乡长,1
枞阳县钱铺乡钱铺村卫生室,1
虎栈村卫生室,1
枞阳县钱铺乡将军,1
广场便民诊所,1
樊传冰便民,1
樊克敏诊所,1
正和堂中医门诊部,1
毛冬冬,1
尚本堂中医门诊部,1
永玲中医诊所,1
南城镇乔官屯村卫生室,1
颐天微创医院,1
漳潭分院,1
武彬祥中医诊所,1
武当山旅游经济,1
正阳县陡沟镇孟寨村卫生室,1
乡丁庄村卫生室,1
正阳县大林镇姚庄村卫生室,1
霞坑,1
北岸镇呈村,1
歙县许,1
师范高等专科学校卫生站,1
段绍印中医诊所,1
圣康综合门诊部,1
乡宋,1
胡埠口,1
璜田,1
歙县普仁血液透析中心,1
歙县古,1
歙县协和综合门诊部,1
降村卫生室,1
於可墨,1
方绪敢中医诊所,1
里碓分室,1
叶瑞萍中西医结合诊所,1
沈思敏诊所,1
口镇三,1
汪邦英针灸诊所,1
海飞诊所,1
桃山村卫生室,1
庐江县皮肤病医院,1
庐江县泥河,1
广德砖桥,1
广德独山,1
镇曹振和,1
桃州,1
广德市誓节镇,1
广德市第三人民医院,1
广德市柏垫镇,1
镇俞广跃,1
广德市桃州,1
镇谈里村卫生室,1
镇谈里村,1
镇詹奇志,1
戴军中医诊所,1
镇下寺村卫生室,1
镇下寺村,1
广德县誓节镇冷家,1
镇谭艳萍诊所,1
镇范孝鹏口腔诊所,1
程月英中医诊所,1
庶人堂中医诊所,1
庐江微创外科,1
苏觉社区卫生室,1
庙岔,1
张传玺中医内科诊所,1
岗乡崔岗村卫生室,1
弋矶山街道,1
张明哲中医内科诊所,1
张振忠外科诊所,1
定根中西医结合诊所,1
张国祥中医诊所,1
克勇诊所,1
张侠中医诊所,1
张佰奎西医内科诊所,1
庐江夏进,1
方叶,1
康岁门诊部,1
弋江区,1
王应学,1
开发区贾玉荣传统中医诊所,1
范洪涛传统中医诊所,1
毛堤口,1
古城社区,1
古城社区五里庙村卫生室,1
办事处申寨,1
开仑化工有限公司,1
张丽,1
桥街道奥园社区卫生服务站,1
庐阳区逍遥津,1
小蚌埠镇桃花园社区卫生服务站,1
河街社区卫生服务站,1
兴巢,1
镇桃州,1
镇李菲菲,1
歧阳,1
指南,1
市烔炀镇太和,1
唐嘴村卫生室,1
市栏杆朱,1
坝镇青山村卫生室,1
山街道龟山,1
凤凰山街道,1
庐阳区杏林,1
镇程绿,1
庙街道河,1
巍山彝族回族自治县马鞍山乡红旗,1
葛埔,1
峨桥村,1
峨桥镇响水涧,1
峏山,1
中心附属,1
尹集,1
方琼口腔诊所,1
小蚌埠镇荷花园社区卫生服务站,1
尹殿灵,1
广德县柏垫镇三河村卫生室,1
广德县杨滩镇竹溪村卫生室,1
市苏湾镇,1
市银屏镇,1
市黄麓,1
乡高庙村,1
曹振和,1
景贤街,1
镇新城区,1
镇向泽,1
尹普,1
孙凤,1
尹峰,1
庐江微创医院,1
广德县杨滩镇白马村卫生室,1
杨滩镇敬老院,1
山村张爱萍诊所,1
乡笄山村卫生室,1
兰萍中医诊所,1
乡石峻村卫生室,1
乡石峻村,1
甘溪村卫生室,1
镇倪亦樵中医诊所,1
镇白洋村卫生室,1
乡敬老院,1
乡丁冲村卫生室,1
嘉祥宏康护理院,1
老埂组卫生室,1
中医院驻广德县看守所,1
西潘家疃,1
梅中医内科诊所,1
张氏中医骨伤,1
张润华西医内科诊所,1
陈咀,1
淮榴花,1
范氏中医馆,1
怀远县疾病预防控制中心预防医学门诊部,1
怀远县淝河乡红星村卫生室,1
怀远县淝河乡,1
引凤,1
怀远县杏林中医诊所,1
怀远县妇女儿童医院,1
怀远县协和医院,1
怀远县包集镇火庙村卫生室,1
桥乡瓦房村卫生室,1
怀远中,1
怀宁县黄墩镇黄墩居委会向阳,1
三塥组卫生室,1
怀宁县黄墩镇,1
牛春应,1
镇殷汇,1
古楼组卫生室,1
县纸坊镇程,1
恒利,1
文班,1
河镇骑龙,1
河镇金星居委会振,1
河镇金星居委会孔雀路,1
河镇金塘居委会陶亭组卫生室,1
荆山镇,1
办事处青龙桥社区卫生服务站,1
怀远精诚羲黄,1
里井社区卫生服务站,1
广德县励志初级中学医务室,1
和谐东路,1
居委会独秀,1
镇读山村,1
文彬,1
庄镇汪庄村卫生室,1
办事处莲花,1
办事处莲池,1
办事处沿河,1
办事处文峰社区卫生服务站,1
办事处十里井行政村卫生室,1
办事处三里岗社区卫生服务站,1
潭镇新,1
广德县人民医院,1
和谐中,1
戴氏骨伤诊所,1
徐斌中西医结合诊所,1
彭根霞西医内科诊所,1
戚凤,1
慈湖,1
望江路中医坐堂医诊所,1
恩典中医诊所,1
恒益堂中医诊所,1
恒康口腔诊所,1
河镇大王庙社区卫生服务站,1
金穗商城,1
张玉斌诊所,1
河镇前进居委会皖河,1
戚铁柱皮肤病专科诊所,1
张迎,1
凤鲲中医诊所,1
当涂艾雅口腔门诊部,1
当涂天昕口腔门诊部,1
当涂县石桥镇石桥村卫生,1
围屏,1
玲玲口腔医疗服务有限公司,1
林氏口腔医疗服务有限公司,1
恒春堂药店中医坐堂医诊所,1
姑孰镇,1
敖其,1
彭根霞诊所,1
扬溪镇石门,1
张继广西医诊所,1
当涂,1
张继增,1
张绍斌中医诊所,1
张素华西医妇科诊所,1
张立强中医诊所,1
张磊诊所,1
张现俊,1
张玉芹西医内科诊所,1
伤骨科诊所,1
裕宏中西医结合诊所,1
徐兆刚个体诊所,1
河镇前进居委会振,1
戚,1
大屋组卫生室,1
河镇前进居委会张,1
月霞卫生室,1
怀宁县茶岭镇万福,1
腊树镇,1
石腊,1
龙头居委会,1
徐光宏中医诊所,1
居委会月山西,1
当涂县千家,1
浒湾乡,1
张鹏鹏,1
喻屯镇大,1
河镇高,1
凉亭乡凉亭社区卫生服务站,1
志铭中医诊所,1
堂中西医结合门诊,1
医务室2,1
河村李强诊所,1
总医院有限公司解放路门诊部,1
总医院有限公司慈湖,1
县马集乡李庄,1
胜坨镇褚家村卫生室,1
总医院有限公司佳山,1
迎水庵村卫生室,1
台头镇东,1
红十字会诚和医院,1
田玉昆,1
嘉祥杜学菊中医诊所,1
遵法,1
李建华中医诊所,1
李兆金,1
嘉祥晁雷,1
芳内科诊所,1
单龙寺镇曹流政个体诊所,1
县董集镇大王,1
胜坨镇东王,1
月山镇月山,1
怀宁县石牌镇潘段居委会,1
县董集镇刘,1
茂林中医诊所,1
县纸坊镇,1
县纸坊镇土,1
县纸坊镇于庄,1
疃里镇,1
孟姑集镇前赵,1
张楼镇红运,1
中医院痔瘘专科诊所,1
中医院兖兰西路,1
徐立军西医内科诊所,1
屯镇前李,1
屯镇孟营,1
居委会龙凤组卫生室,1
翠华中医诊所,1
嘉祥程根灵,1
嘉祥诚信中西医结合门诊部,1
垦利焕香,1
陈志强诊所,1
镇孙家村,1
县郝家,1
县董集镇薛家,1
嘉祥协和门诊部,1
喻屯镇马店村,1
营村李文静,1
区萌水镇萌二,1
马村王,1
胜坨镇孙家,1
兴隆街道办事处东兴村卫生室,1
垛石,1
垛庄镇石马庄村卫生室,1
垛庄镇,1
坤鹏中医诊所,1
区黄旗堡镇,1
区黄旗堡街道东,1
李家村第四卫生室,1
宋家村第三卫生室,1
圣草堂中医诊所,1
王雪燕中医骨科诊所,1
穆三,1
河镇东街,1
安装工程有限公司,1
现梅中医诊所,1
现梅中医,1
晓燕中医诊所,1
坤芳中医诊所,1
永欣中医按摩诊所,1
月山镇月形,1
武翟,1
华盛步行,1
前彩,1
社区王立,1
青年路街道桃园社区,1
区萌水镇张家村卫生室,1
青年路街道桃园社区卫生室,1
社区韩雷祥,1
社区王守,1
社区傅保德,1
社区王群同立,1
彭延佩中医诊所,1
学芹卫生室,1
恩德,1
二十里铺村,1
周村李红芳,1
孟家堰村卫生室,1
怀宁县石牌镇永固村卫生室,1
社区王守勤卫生室,1
宝枝,1
社区吴可静,1
周村王洪芳中医诊所,1
周村王贻龙华康诊所,1
青年路街道办事处社区卫生服务中心,1
朱珂中西医结合诊所,1
区萌水镇萌三,1
区董集镇官庄,1
戈武,1
苏觉社区,1
周村李杰中医诊所,1
岗乡陈,1
塔坡村卫生室,1
商河县贾庄镇,1
商河县贾庄镇东,1
街道办事处薛园村卫生室,1
街道办事处庞家村卫生室,1
街道办事处小吴家村卫生室,1
商河县疾病预防控制中心,1
商河县玉皇庙镇乔家村卫生室,1
商河县玉皇庙镇东,1
镇闫家村卫生室,1
新盛店镇宋,1
伟口腔门诊部,1
商河县孙集镇王,1
商河县孙集镇大,1
光亮中医,1
佑勇中医,1
商店镇桑,1
商店镇小桑园区,1
商店,1
商店镇,1
商店镇何次楼社区卫生室,1
孟楼村,1
庄镇青石,1
夏津县苏留庄镇三十里铺村卫生室,1
阳区夏庄,1
镇小刘,1
栾家洼村卫生室,1
夏津县苏留庄镇刘,1
夏津县苏留庄镇东,1
夏津县苏留庄镇范窑村卫生室,1
苏留庄,1
夏津县苏留庄镇大,1
夏津县苏留庄镇大石,1
夏津县苏留庄镇大兴,1
夏津县苏留庄镇后籽粒屯村第一卫生室,1
夏津县苏留庄镇后屯村卫生室,1
夏津县苏留庄镇前周官屯村卫生室,1
县黄河口镇,1
梁村第一卫生室,1
新盛店镇毕庄村卫生室,1
新盛店镇张,1
田庄镇闫庙村卫生室,1
田庄乡范庄村卫生室,1
田庄乡大,1
田庄乡东张庄村卫生室,1
新盛店镇陈屯村第二卫生室,1
李官屯村卫生室,1
新盛店镇老,1
纪家户村第一卫生室,1
城街道东关村卫生室,1
新盛店镇孙小屯村卫生室,1
屯镇五,1
赵春显永,1
镇刘允洁中医诊所,1
城街道前王庄村卫生室,1
友戈社区卫生室,1
颐园,1
大屯镇北,1
大屯镇东王庄村卫生室,1
寺乡马庄村卫生室,1
李呈社区卫生室,1
大埝乡吴庄村卫生室,1
大坞镇大,1
大坞镇,1
城街道东关村第四卫生室,1
城街道前籽粒屯村卫生室,1
王振莲,1
杜宪华诊所,1
宋德珂诊所,1
夏津县香赵庄镇香赵庄村卫生室,1
夏津县香赵庄镇于庄村卫生室,1
雷集镇陈尤,1
雷集镇双庙村卫生室,1
雷集镇前魏寨村卫生室,1
雷集镇东,1
夏津县苏留庄镇霍庄村卫生室,1
大伟中医诊所,1
卫生室12,1
新盛店镇北,1
郭寨村卫生室,1
新盛店镇刘辛庄村第一卫生室,1
新盛店镇于堤口,1
明升,1
夏津仲静,1
于丙林中医诊所,1
上蜜蜂社区卫生室,1
士芳,1
北关村第四卫生室,1
新盛店镇孙家窑村卫生室,1
黄国栋中医诊所,1
小寨子,1
村李宪东,1
王建菁北,1
张欢泽康口腔诊所,1
华邈康综合门诊部,1
孙琳妇科诊所,1
卢向,1
街道纸房,1
夏庄村卫生室8,1
黄丽娟,1
袁显章广善堂中医诊所,1
高庄村第二卫生室,1
街道前进社区李传淼卫生室,1
卫生室11,1
商河县贾庄镇王,1
阁里村卫生室,1
角徐,1
西关村刘英,1
田村刘爱,1
刘英华中医诊所,1
李官屯镇东,1
李官屯镇张官屯村卫生室,1
夏津县双庙镇吴庄村卫生室,1
开发区胡,1
夏津县宋楼镇,1
即墨市移风店镇大坝村卫生室,1
南城镇拐二,1
夏津县宋楼镇刘庄村卫生室,1
夏津县宋楼镇东,1
夏津县双庙镇郭庄村卫生室,1
夏津县双庙镇,1
夏津县双庙镇王,1
夏津县双庙镇李文,1
夏津县双庙镇曹庄村卫生室,1
夏津县双庙镇六,1
夏津县人民医院,1
南城镇王,1
夏津县宋楼镇王楼村卫生室,1
龙湾头村第三卫生室,1
即墨姜,1
夏津县宋楼镇潘,1
阳于璋基益民康中医,1
街道办事处后疃村第二卫生室,1
龙湾头村第六卫生室,1
霍庄村第四卫生室,1
霍庄村第二十七,1
老庄村第二卫生室,1
城街道许,1
城街道苦水,1
社区傅学军卫生室,1
街道办事处灯塔,1
霍山县太阳,1
南城镇拐里,1
枣杭,1
即墨市移风店镇太平,1
即墨市移风店镇大,1
街道办事处八里,1
街道办事处仇家沟岔村卫生室,1
街道办事处于家庄村卫生室,1
街道办事处九九,1
镇肖家泊子村卫生室,1
即墨市移风店镇赵家村卫生室,1
即墨市移风店镇李家庄村卫生室,1
即墨市移风店镇张家村卫生室,1
南城镇乔官屯村第二卫生室,1
即墨市移风店镇北辛庄村卫生室,1
绿豆圈村卫生室,1
即墨市环秀街道办事处东,1
即墨市龙泉街道办事处单家,1
镇八亩地村卫生室,1
即墨市环秀街道办事处郭家巷村第三卫生室,1
即墨市环秀街道办事处郭家巷村卫生室,1
石棚子村卫生室,1
即墨市环秀街道办事处张家,1
国家泊子村第二卫生室,1
国家泊子村卫生室,1
街道办事处后疃村卫生室,1
头村第五,1
即墨市龙泉街道办事处小,1
镇抬头村卫生室,1
长阡村卫生室,1
即墨市龙泉街道办事处北,1
即墨市龙泉街道办事处前麦泊,1
即墨市龙泉街道办事处前碾子,1
即墨市龙泉街道办事处俞家屯村卫生室,1
即墨市龙泉街道办事处东蒋戈庄村卫生室,1
即墨市龙山街道办事处,1
即墨市龙山街道办事处东,1
口镇陈,1
口镇迟家店子村卫生室,1
鳌蓝路口腔诊所,1
头村第八,1
卫生室10,1
街道办事处蔡家村第二卫生室,1
街道办事处陈家河村卫生室,1
